"Position X","Position Y","Position Z","Unit","Category","Collection","Time","Parent","ID"
171.80,184.74,0.50,"um","Spot","Position",71,1000000100,3504
170.92,182.83,0.50,"um","Spot","Position",72,1000000100,3561
170.95,183.38,0.50,"um","Spot","Position",73,1000000100,3620
170.65,183.38,0.50,"um","Spot","Position",74,1000000100,3677
168.49,181.14,0.50,"um","Spot","Position",75,1000000100,3734
171.14,182.98,0.50,"um","Spot","Position",76,1000000100,3797
170.81,183.46,0.50,"um","Spot","Position",77,1000000100,3858
168.50,180.94,0.50,"um","Spot","Position",78,1000000100,3914
169.13,180.20,0.50,"um","Spot","Position",79,1000000100,3972
169.44,181.02,0.50,"um","Spot","Position",80,1000000100,4031
168.74,181.60,0.50,"um","Spot","Position",81,1000000100,4090
173.13,177.15,0.50,"um","Spot","Position",82,1000000100,4154
176.50,169.77,0.50,"um","Spot","Position",83,1000000100,4213
178.10,168.09,0.50,"um","Spot","Position",84,1000000100,4274
176.89,170.21,0.50,"um","Spot","Position",85,1000000100,4331
177.30,171.00,0.50,"um","Spot","Position",86,1000000100,4389
176.38,169.47,0.50,"um","Spot","Position",87,1000000100,4448
175.24,169.45,0.50,"um","Spot","Position",88,1000000100,4512
174.90,168.89,0.50,"um","Spot","Position",89,1000000100,4572
174.26,168.73,0.50,"um","Spot","Position",90,1000000100,4633
175.53,167.71,0.50,"um","Spot","Position",91,1000000100,4693
174.18,164.77,0.50,"um","Spot","Position",92,1000000100,4754
174.54,167.15,0.50,"um","Spot","Position",94,1000000100,4877
172.75,166.49,0.50,"um","Spot","Position",95,1000000100,4937
173.88,163.61,0.50,"um","Spot","Position",96,1000000100,4997
173.77,164.42,0.50,"um","Spot","Position",98,1000000100,5112
173.68,160.02,0.50,"um","Spot","Position",100,1000000100,5226
14.79,94.46,0.50,"um","Spot","Position",42,1000000101,1712
14.20,94.02,0.50,"um","Spot","Position",43,1000000101,1764
12.26,94.48,0.50,"um","Spot","Position",44,1000000101,1817
12.36,94.08,0.50,"um","Spot","Position",45,1000000101,1871
12.42,94.67,0.50,"um","Spot","Position",46,1000000101,1931
11.41,94.94,0.50,"um","Spot","Position",47,1000000101,1987
11.21,94.42,0.50,"um","Spot","Position",48,1000000101,2045
10.44,95.31,0.50,"um","Spot","Position",49,1000000101,2102
10.56,95.77,0.50,"um","Spot","Position",50,1000000101,2159
10.20,95.88,0.50,"um","Spot","Position",51,1000000101,2215
34.97,3.27,0.50,"um","Spot","Position",42,1000000102,1717
31.41,5.75,0.50,"um","Spot","Position",43,1000000102,1767
31.96,8.29,0.50,"um","Spot","Position",44,1000000102,1821
33.55,10.35,0.50,"um","Spot","Position",45,1000000102,1877
33.15,12.16,0.50,"um","Spot","Position",46,1000000102,1936
31.31,16.77,0.50,"um","Spot","Position",47,1000000102,1991
29.51,17.77,0.50,"um","Spot","Position",48,1000000102,2049
25.64,19.79,0.50,"um","Spot","Position",49,1000000102,2105
22.86,22.25,0.50,"um","Spot","Position",50,1000000102,2162
22.70,22.46,0.50,"um","Spot","Position",51,1000000102,2218
22.16,23.34,0.50,"um","Spot","Position",52,1000000102,2274
21.57,24.26,0.50,"um","Spot","Position",53,1000000102,2332
19.61,24.87,0.50,"um","Spot","Position",54,1000000102,2389
22.40,26.91,0.50,"um","Spot","Position",55,1000000102,2444
24.05,27.57,0.50,"um","Spot","Position",56,1000000102,2506
23.91,27.03,0.50,"um","Spot","Position",57,1000000102,2569
21.21,26.40,0.50,"um","Spot","Position",58,1000000102,2635
21.07,27.25,0.50,"um","Spot","Position",59,1000000102,2701
22.33,25.37,0.50,"um","Spot","Position",60,1000000102,2766
51.42,150.55,0.50,"um","Spot","Position",42,1000000103,1722
52.92,150.25,0.50,"um","Spot","Position",43,1000000103,1773
53.73,146.88,0.50,"um","Spot","Position",45,1000000103,1882
55.79,147.45,0.50,"um","Spot","Position",46,1000000103,1942
57.38,148.02,0.50,"um","Spot","Position",47,1000000103,2000
59.43,145.74,0.50,"um","Spot","Position",48,1000000103,2056
60.21,145.37,0.50,"um","Spot","Position",49,1000000103,2113
59.41,142.90,0.50,"um","Spot","Position",50,1000000103,2170
59.69,142.54,0.50,"um","Spot","Position",51,1000000103,2226
59.07,139.57,0.50,"um","Spot","Position",52,1000000103,2281
58.90,139.20,0.50,"um","Spot","Position",53,1000000103,2339
62.35,141.60,0.50,"um","Spot","Position",54,1000000103,2396
61.89,141.66,0.50,"um","Spot","Position",55,1000000103,2451
62.31,139.96,0.50,"um","Spot","Position",56,1000000103,2514
62.10,138.22,0.50,"um","Spot","Position",57,1000000103,2577
64.38,139.68,0.50,"um","Spot","Position",58,1000000103,2645
66.47,138.61,0.50,"um","Spot","Position",59,1000000103,2712
67.49,139.94,0.50,"um","Spot","Position",60,1000000103,2776
69.77,141.46,0.50,"um","Spot","Position",61,1000000103,2839
70.98,142.92,0.50,"um","Spot","Position",62,1000000103,2901
71.14,140.11,0.50,"um","Spot","Position",63,1000000103,2965
73.04,142.97,0.50,"um","Spot","Position",64,1000000103,3030
74.14,142.97,0.50,"um","Spot","Position",65,1000000103,3091
75.88,143.99,0.50,"um","Spot","Position",66,1000000103,3155
75.14,145.47,0.50,"um","Spot","Position",67,1000000103,3220
74.93,147.34,0.50,"um","Spot","Position",68,1000000103,3283
77.90,149.70,0.50,"um","Spot","Position",69,1000000103,3347
76.28,150.22,0.50,"um","Spot","Position",70,1000000103,3411
78.25,151.97,0.50,"um","Spot","Position",71,1000000103,3473
78.42,153.56,0.50,"um","Spot","Position",72,1000000103,3532
81.00,154.90,0.50,"um","Spot","Position",73,1000000103,3592
83.64,156.32,0.50,"um","Spot","Position",74,1000000103,3650
82.65,157.40,0.50,"um","Spot","Position",75,1000000103,3708
83.68,160.76,0.50,"um","Spot","Position",76,1000000103,3766
82.29,162.06,0.50,"um","Spot","Position",77,1000000103,3827
81.59,162.55,0.50,"um","Spot","Position",78,1000000103,3884
80.09,165.76,0.50,"um","Spot","Position",79,1000000103,3943
80.67,168.34,0.50,"um","Spot","Position",80,1000000103,4003
80.53,170.60,0.50,"um","Spot","Position",81,1000000103,4062
80.74,172.15,0.50,"um","Spot","Position",82,1000000103,4120
80.28,176.77,0.50,"um","Spot","Position",83,1000000103,4182
81.04,178.43,0.50,"um","Spot","Position",84,1000000103,4242
82.03,178.94,0.50,"um","Spot","Position",85,1000000103,4301
79.85,180.61,0.50,"um","Spot","Position",86,1000000103,4359
81.06,181.73,0.50,"um","Spot","Position",87,1000000103,4418
80.61,182.55,0.50,"um","Spot","Position",88,1000000103,4480
80.58,182.68,0.50,"um","Spot","Position",89,1000000103,4542
82.08,183.37,0.50,"um","Spot","Position",90,1000000103,4603
82.11,186.52,0.50,"um","Spot","Position",91,1000000103,4662
83.43,188.12,0.50,"um","Spot","Position",92,1000000103,4725
84.42,189.53,0.50,"um","Spot","Position",93,1000000103,4786
85.69,191.77,0.50,"um","Spot","Position",94,1000000103,4844
84.46,192.37,0.50,"um","Spot","Position",95,1000000103,4904
86.44,193.69,0.50,"um","Spot","Position",96,1000000103,4968
86.81,197.39,0.50,"um","Spot","Position",97,1000000103,5027
87.32,198.32,0.50,"um","Spot","Position",98,1000000103,5083
87.11,199.49,0.50,"um","Spot","Position",99,1000000103,5143
90.00,201.30,0.50,"um","Spot","Position",100,1000000103,5200
89.71,202.22,0.50,"um","Spot","Position",101,1000000103,5257
90.00,203.78,0.50,"um","Spot","Position",102,1000000103,5311
91.57,205.19,0.50,"um","Spot","Position",103,1000000103,5367
92.45,206.79,0.50,"um","Spot","Position",104,1000000103,5427
92.22,208.77,0.50,"um","Spot","Position",105,1000000103,5482
93.97,210.26,0.50,"um","Spot","Position",106,1000000103,5539
94.55,212.66,0.50,"um","Spot","Position",107,1000000103,5592
95.91,211.88,0.50,"um","Spot","Position",108,1000000103,5644
95.71,212.88,0.50,"um","Spot","Position",109,1000000103,5701
95.15,214.63,0.50,"um","Spot","Position",110,1000000103,5755
95.88,215.99,0.50,"um","Spot","Position",111,1000000103,5809
95.55,217.46,0.50,"um","Spot","Position",112,1000000103,5859
95.52,220.03,0.50,"um","Spot","Position",113,1000000103,5910
94.71,221.33,0.50,"um","Spot","Position",114,1000000103,5959
94.86,224.78,0.50,"um","Spot","Position",115,1000000103,6012
94.24,224.78,0.50,"um","Spot","Position",116,1000000103,6068
169.07,110.57,0.50,"um","Spot","Position",42,1000000104,1747
170.02,113.91,0.50,"um","Spot","Position",43,1000000104,1800
167.06,116.61,0.50,"um","Spot","Position",44,1000000104,1854
166.82,119.02,0.50,"um","Spot","Position",45,1000000104,1913
166.34,122.28,0.50,"um","Spot","Position",46,1000000104,1972
164.71,124.41,0.50,"um","Spot","Position",47,1000000104,2028
165.88,127.07,0.50,"um","Spot","Position",48,1000000104,2085
162.97,127.02,0.50,"um","Spot","Position",49,1000000104,2141
164.23,130.34,0.50,"um","Spot","Position",50,1000000104,2196
163.59,131.97,0.50,"um","Spot","Position",51,1000000104,2253
163.02,135.27,0.50,"um","Spot","Position",52,1000000104,2308
162.91,136.46,0.50,"um","Spot","Position",53,1000000104,2367
163.80,138.30,0.50,"um","Spot","Position",54,1000000104,2423
158.22,137.98,0.50,"um","Spot","Position",55,1000000104,2479
157.94,140.30,0.50,"um","Spot","Position",56,1000000104,2542
154.89,140.40,0.50,"um","Spot","Position",57,1000000104,2606
152.61,142.76,0.50,"um","Spot","Position",58,1000000104,2673
152.92,146.48,0.50,"um","Spot","Position",59,1000000104,2739
152.62,148.31,0.50,"um","Spot","Position",60,1000000104,2807
151.26,151.08,0.50,"um","Spot","Position",61,1000000104,2864
151.69,153.28,0.50,"um","Spot","Position",62,1000000104,2929
152.00,154.76,0.50,"um","Spot","Position",63,1000000104,2993
153.23,155.71,0.50,"um","Spot","Position",64,1000000104,3057
153.88,157.97,0.50,"um","Spot","Position",65,1000000104,3118
153.23,160.59,0.50,"um","Spot","Position",66,1000000104,3182
152.32,161.97,0.50,"um","Spot","Position",67,1000000104,3246
154.18,164.39,0.50,"um","Spot","Position",68,1000000104,3308
156.24,165.06,0.50,"um","Spot","Position",69,1000000104,3373
158.79,166.92,0.50,"um","Spot","Position",70,1000000104,3438
159.25,169.99,0.50,"um","Spot","Position",71,1000000104,3500
161.91,170.94,0.50,"um","Spot","Position",72,1000000104,3559
164.15,169.20,0.50,"um","Spot","Position",73,1000000104,3617
169.67,170.71,0.50,"um","Spot","Position",74,1000000104,3676
170.15,171.06,0.50,"um","Spot","Position",75,1000000104,3736
224.78,77.17,0.50,"um","Spot","Position",43,1000000105,1814
221.26,82.79,0.50,"um","Spot","Position",44,1000000105,1866
220.42,89.70,0.50,"um","Spot","Position",45,1000000105,1926
217.89,92.97,0.50,"um","Spot","Position",46,1000000105,1984
215.77,98.12,0.50,"um","Spot","Position",47,1000000105,2040
211.86,101.74,0.50,"um","Spot","Position",48,1000000105,2096
209.32,105.66,0.50,"um","Spot","Position",49,1000000105,2153
208.98,111.42,0.50,"um","Spot","Position",50,1000000105,2208
204.78,112.88,0.50,"um","Spot","Position",51,1000000105,2265
200.63,118.98,0.50,"um","Spot","Position",52,1000000105,2322
198.14,122.22,0.50,"um","Spot","Position",53,1000000105,2378
194.52,124.83,0.50,"um","Spot","Position",54,1000000105,2430
190.13,130.81,0.50,"um","Spot","Position",55,1000000105,2487
186.06,134.96,0.50,"um","Spot","Position",56,1000000105,2550
183.44,138.99,0.50,"um","Spot","Position",57,1000000105,2615
178.79,141.41,0.50,"um","Spot","Position",58,1000000105,2681
176.95,145.68,0.50,"um","Spot","Position",59,1000000105,2746
176.08,148.95,0.50,"um","Spot","Position",60,1000000105,2812
178.17,150.56,0.50,"um","Spot","Position",61,1000000105,2871
175.83,151.01,0.50,"um","Spot","Position",62,1000000105,2935
175.72,149.84,0.50,"um","Spot","Position",63,1000000105,2999
172.39,148.71,0.50,"um","Spot","Position",64,1000000105,3060
171.11,150.38,0.50,"um","Spot","Position",65,1000000105,3122
169.39,150.60,0.50,"um","Spot","Position",66,1000000105,3186
164.21,150.20,0.50,"um","Spot","Position",67,1000000105,3250
162.53,151.72,0.50,"um","Spot","Position",68,1000000105,3311
159.07,154.71,0.50,"um","Spot","Position",69,1000000105,3375
157.54,157.24,0.50,"um","Spot","Position",70,1000000105,3437
153.18,160.83,0.50,"um","Spot","Position",71,1000000105,3497
149.40,164.19,0.50,"um","Spot","Position",72,1000000105,3554
147.60,169.45,0.50,"um","Spot","Position",73,1000000105,3612
144.73,171.50,0.50,"um","Spot","Position",74,1000000105,3669
141.65,170.66,0.50,"um","Spot","Position",75,1000000105,3729
140.50,172.61,0.50,"um","Spot","Position",76,1000000105,3786
136.13,173.78,0.50,"um","Spot","Position",77,1000000105,3844
132.40,176.57,0.50,"um","Spot","Position",78,1000000105,3903
129.02,181.01,0.50,"um","Spot","Position",79,1000000105,3960
127.62,183.63,0.50,"um","Spot","Position",80,1000000105,4017
122.01,187.51,0.50,"um","Spot","Position",81,1000000105,4074
118.43,186.76,0.50,"um","Spot","Position",82,1000000105,4133
115.27,189.25,0.50,"um","Spot","Position",83,1000000105,4191
109.58,190.45,0.50,"um","Spot","Position",84,1000000105,4249
105.88,191.35,0.50,"um","Spot","Position",85,1000000105,4306
102.53,193.69,0.50,"um","Spot","Position",86,1000000105,4365
98.23,194.61,0.50,"um","Spot","Position",87,1000000105,4422
94.06,195.46,0.50,"um","Spot","Position",88,1000000105,4484
92.58,198.10,0.50,"um","Spot","Position",89,1000000105,4547
88.70,200.67,0.50,"um","Spot","Position",90,1000000105,4604
83.05,200.84,0.50,"um","Spot","Position",91,1000000105,4663
78.88,203.19,0.50,"um","Spot","Position",92,1000000105,4723
76.82,206.22,0.50,"um","Spot","Position",93,1000000105,4783
70.78,208.93,0.50,"um","Spot","Position",94,1000000105,4841
64.89,209.33,0.50,"um","Spot","Position",95,1000000105,4901
60.76,213.39,0.50,"um","Spot","Position",96,1000000105,4963
56.26,217.77,0.50,"um","Spot","Position",97,1000000105,5022
51.11,222.86,0.50,"um","Spot","Position",98,1000000105,5078
47.71,224.78,0.50,"um","Spot","Position",99,1000000105,5136
43.97,224.78,0.50,"um","Spot","Position",100,1000000105,5192
39.93,224.78,0.50,"um","Spot","Position",103,1000000105,5357
40.70,224.78,0.50,"um","Spot","Position",104,1000000105,5418
45.16,224.78,0.50,"um","Spot","Position",105,1000000105,5474
45.42,224.78,0.50,"um","Spot","Position",106,1000000105,5529
42.92,224.78,0.50,"um","Spot","Position",108,1000000105,5636
44.79,224.78,0.50,"um","Spot","Position",109,1000000105,5693
44.66,224.78,0.50,"um","Spot","Position",110,1000000105,5748
48.79,224.78,0.50,"um","Spot","Position",111,1000000105,5802
48.78,224.78,0.50,"um","Spot","Position",112,1000000105,5853
50.45,224.78,0.50,"um","Spot","Position",115,1000000105,6007
49.79,224.78,0.50,"um","Spot","Position",116,1000000105,6062
30.92,89.18,0.50,"um","Spot","Position",44,1000000106,1820
31.04,88.97,0.50,"um","Spot","Position",45,1000000106,1874
31.28,89.30,0.50,"um","Spot","Position",46,1000000106,1935
31.45,89.30,0.50,"um","Spot","Position",47,1000000106,1992
31.37,89.45,0.50,"um","Spot","Position",48,1000000106,2050
31.05,89.24,0.50,"um","Spot","Position",49,1000000106,2106
30.95,89.38,0.50,"um","Spot","Position",50,1000000106,2164
30.73,89.31,0.50,"um","Spot","Position",51,1000000106,2220
31.11,89.26,0.50,"um","Spot","Position",52,1000000106,2275
30.74,89.25,0.50,"um","Spot","Position",53,1000000106,2333
31.05,89.10,0.50,"um","Spot","Position",54,1000000106,2390
30.89,89.12,0.50,"um","Spot","Position",55,1000000106,2445
30.90,89.32,0.50,"um","Spot","Position",56,1000000106,2507
30.81,89.04,0.50,"um","Spot","Position",57,1000000106,2570
30.75,88.93,0.50,"um","Spot","Position",58,1000000106,2636
31.01,89.03,0.50,"um","Spot","Position",59,1000000106,2704
30.86,89.08,0.50,"um","Spot","Position",60,1000000106,2768
30.96,89.10,0.50,"um","Spot","Position",61,1000000106,2831
30.86,89.24,0.50,"um","Spot","Position",62,1000000106,2893
30.81,89.32,0.50,"um","Spot","Position",63,1000000106,2957
30.69,89.21,0.50,"um","Spot","Position",64,1000000106,3022
30.66,89.01,0.50,"um","Spot","Position",65,1000000106,3083
30.65,89.16,0.50,"um","Spot","Position",66,1000000106,3147
30.63,89.09,0.50,"um","Spot","Position",67,1000000106,3211
30.49,88.93,0.50,"um","Spot","Position",68,1000000106,3274
30.68,88.93,0.50,"um","Spot","Position",69,1000000106,3338
30.97,89.13,0.50,"um","Spot","Position",70,1000000106,3401
30.86,88.88,0.50,"um","Spot","Position",71,1000000106,3463
31.02,88.93,0.50,"um","Spot","Position",72,1000000106,3525
30.88,89.06,0.50,"um","Spot","Position",73,1000000106,3585
30.98,88.85,0.50,"um","Spot","Position",74,1000000106,3642
30.67,88.82,0.50,"um","Spot","Position",75,1000000106,3700
30.51,88.97,0.50,"um","Spot","Position",76,1000000106,3758
30.46,88.71,0.50,"um","Spot","Position",77,1000000106,3820
30.30,88.47,0.50,"um","Spot","Position",78,1000000106,3877
30.09,88.56,0.50,"um","Spot","Position",79,1000000106,3935
30.21,88.80,0.50,"um","Spot","Position",80,1000000106,3994
30.28,88.82,0.50,"um","Spot","Position",81,1000000106,4053
30.32,89.00,0.50,"um","Spot","Position",82,1000000106,4113
30.75,89.05,0.50,"um","Spot","Position",83,1000000106,4172
30.58,88.79,0.50,"um","Spot","Position",84,1000000106,4231
30.65,89.01,0.50,"um","Spot","Position",85,1000000106,4291
30.44,88.71,0.50,"um","Spot","Position",86,1000000106,4351
30.65,88.88,0.50,"um","Spot","Position",87,1000000106,4409
30.46,88.58,0.50,"um","Spot","Position",88,1000000106,4471
30.06,88.49,0.50,"um","Spot","Position",89,1000000106,4533
30.22,88.16,0.50,"um","Spot","Position",90,1000000106,4591
30.25,88.04,0.50,"um","Spot","Position",91,1000000106,4650
30.04,88.11,0.50,"um","Spot","Position",92,1000000106,4712
29.94,88.16,0.50,"um","Spot","Position",93,1000000106,4772
30.06,88.12,0.50,"um","Spot","Position",94,1000000106,4832
30.43,87.96,0.50,"um","Spot","Position",95,1000000106,4896
30.24,87.96,0.50,"um","Spot","Position",96,1000000106,4956
30.04,87.83,0.50,"um","Spot","Position",97,1000000106,5017
30.11,87.90,0.50,"um","Spot","Position",98,1000000106,5074
30.07,87.80,0.50,"um","Spot","Position",99,1000000106,5131
30.07,88.06,0.50,"um","Spot","Position",100,1000000106,5188
30.32,88.01,0.50,"um","Spot","Position",101,1000000106,5244
30.15,87.93,0.50,"um","Spot","Position",102,1000000106,5300
30.29,88.06,0.50,"um","Spot","Position",103,1000000106,5355
30.02,88.00,0.50,"um","Spot","Position",104,1000000106,5414
29.59,87.67,0.50,"um","Spot","Position",105,1000000106,5471
29.68,87.72,0.50,"um","Spot","Position",106,1000000106,5525
29.75,87.50,0.50,"um","Spot","Position",107,1000000106,5582
29.86,87.51,0.50,"um","Spot","Position",108,1000000106,5633
29.58,87.66,0.50,"um","Spot","Position",109,1000000106,5691
29.81,87.55,0.50,"um","Spot","Position",110,1000000106,5745
29.93,87.77,0.50,"um","Spot","Position",111,1000000106,5799
30.03,87.87,0.50,"um","Spot","Position",112,1000000106,5850
30.00,87.81,0.50,"um","Spot","Position",113,1000000106,5903
30.21,87.64,0.50,"um","Spot","Position",114,1000000106,5951
30.01,87.80,0.50,"um","Spot","Position",115,1000000106,6004
29.82,87.75,0.50,"um","Spot","Position",116,1000000106,6058
29.74,87.89,0.50,"um","Spot","Position",117,1000000106,6114
29.89,88.06,0.50,"um","Spot","Position",118,1000000106,6169
30.00,87.94,0.50,"um","Spot","Position",119,1000000106,6224
29.73,87.95,0.50,"um","Spot","Position",120,1000000106,6280
29.45,87.82,0.50,"um","Spot","Position",121,1000000106,6336
29.62,88.03,0.50,"um","Spot","Position",122,1000000106,6395
29.62,87.97,0.50,"um","Spot","Position",123,1000000106,6454
29.81,87.95,0.50,"um","Spot","Position",124,1000000106,6512
29.80,87.95,0.50,"um","Spot","Position",125,1000000106,6575
29.77,87.97,0.50,"um","Spot","Position",126,1000000106,6635
29.63,88.02,0.50,"um","Spot","Position",127,1000000106,6692
29.66,87.56,0.50,"um","Spot","Position",128,1000000106,6750
29.77,87.57,0.50,"um","Spot","Position",129,1000000106,6805
29.52,87.71,0.50,"um","Spot","Position",130,1000000106,6861
29.48,87.89,0.50,"um","Spot","Position",131,1000000106,6916
29.55,87.94,0.50,"um","Spot","Position",132,1000000106,6971
29.66,87.94,0.50,"um","Spot","Position",133,1000000106,7029
29.59,87.67,0.50,"um","Spot","Position",134,1000000106,7086
29.60,87.64,0.50,"um","Spot","Position",135,1000000106,7143
29.43,87.25,0.50,"um","Spot","Position",136,1000000106,7202
29.77,87.56,0.50,"um","Spot","Position",137,1000000106,7262
29.24,87.60,0.50,"um","Spot","Position",138,1000000106,7323
29.17,87.63,0.50,"um","Spot","Position",139,1000000106,7382
29.12,87.87,0.50,"um","Spot","Position",140,1000000106,7443
29.09,87.77,0.50,"um","Spot","Position",141,1000000106,7503
29.42,87.67,0.50,"um","Spot","Position",142,1000000106,7563
29.42,87.47,0.50,"um","Spot","Position",143,1000000106,7620
29.15,87.56,0.50,"um","Spot","Position",144,1000000106,7677
29.37,87.46,0.50,"um","Spot","Position",145,1000000106,7736
29.12,87.44,0.50,"um","Spot","Position",146,1000000106,7796
29.10,87.35,0.50,"um","Spot","Position",147,1000000106,7857
29.09,87.73,0.50,"um","Spot","Position",148,1000000106,7915
29.11,87.73,0.50,"um","Spot","Position",149,1000000106,7976
28.99,87.55,0.50,"um","Spot","Position",150,1000000106,8033
28.89,87.74,0.50,"um","Spot","Position",151,1000000106,8091
29.00,87.76,0.50,"um","Spot","Position",152,1000000106,8147
29.56,87.31,0.50,"um","Spot","Position",153,1000000106,8207
29.38,85.88,0.50,"um","Spot","Position",154,1000000106,8271
29.11,86.65,0.50,"um","Spot","Position",155,1000000106,8335
29.08,87.19,0.50,"um","Spot","Position",156,1000000106,8397
28.42,87.38,0.50,"um","Spot","Position",157,1000000106,8457
27.10,87.27,0.50,"um","Spot","Position",158,1000000106,8518
26.99,87.27,0.50,"um","Spot","Position",159,1000000106,8580
27.52,87.31,0.50,"um","Spot","Position",160,1000000106,8640
28.01,87.61,0.50,"um","Spot","Position",161,1000000106,8703
28.10,87.16,0.50,"um","Spot","Position",162,1000000106,8763
27.78,87.28,0.50,"um","Spot","Position",163,1000000106,8825
27.90,87.58,0.50,"um","Spot","Position",164,1000000106,8879
27.74,87.28,0.50,"um","Spot","Position",165,1000000106,8936
27.31,85.98,0.50,"um","Spot","Position",167,1000000106,9049
26.74,84.98,0.50,"um","Spot","Position",168,1000000106,9105
59.45,31.91,0.50,"um","Spot","Position",44,1000000107,1827
61.89,37.83,0.50,"um","Spot","Position",45,1000000107,1884
62.10,39.69,0.50,"um","Spot","Position",46,1000000107,1944
56.68,44.24,0.50,"um","Spot","Position",47,1000000107,1999
57.01,46.99,0.50,"um","Spot","Position",48,1000000107,2055
53.52,50.66,0.50,"um","Spot","Position",49,1000000107,2112
51.08,53.44,0.50,"um","Spot","Position",50,1000000107,2169
49.30,57.12,0.50,"um","Spot","Position",51,1000000107,2224
46.72,59.66,0.50,"um","Spot","Position",52,1000000107,2279
45.98,60.87,0.50,"um","Spot","Position",53,1000000107,2336
43.88,63.08,0.50,"um","Spot","Position",54,1000000107,2393
41.28,65.12,0.50,"um","Spot","Position",55,1000000107,2446
37.95,68.55,0.50,"um","Spot","Position",56,1000000107,2508
35.27,72.15,0.50,"um","Spot","Position",57,1000000107,2571
32.01,75.85,0.50,"um","Spot","Position",58,1000000107,2637
28.30,77.15,0.50,"um","Spot","Position",59,1000000107,2702
28.24,78.42,0.50,"um","Spot","Position",60,1000000107,2767
24.63,79.61,0.50,"um","Spot","Position",61,1000000107,2830
24.26,80.54,0.50,"um","Spot","Position",62,1000000107,2892
23.48,81.87,0.50,"um","Spot","Position",63,1000000107,2955
18.92,83.11,0.50,"um","Spot","Position",64,1000000107,3019
15.72,84.65,0.50,"um","Spot","Position",65,1000000107,3079
12.13,87.17,0.50,"um","Spot","Position",66,1000000107,3142
8.34,90.14,0.50,"um","Spot","Position",67,1000000107,3205
5.30,92.02,0.50,"um","Spot","Position",68,1000000107,3268
0.22,93.52,0.50,"um","Spot","Position",69,1000000107,3331
0.22,95.06,0.50,"um","Spot","Position",70,1000000107,3394
89.12,224.78,0.50,"um","Spot","Position",44,1000000108,1834
87.00,219.82,0.50,"um","Spot","Position",45,1000000108,1891
83.87,217.20,0.50,"um","Spot","Position",46,1000000108,1948
79.48,217.37,0.50,"um","Spot","Position",47,1000000108,2003
78.67,218.45,0.50,"um","Spot","Position",48,1000000108,2059
72.57,216.92,0.50,"um","Spot","Position",49,1000000108,2116
70.66,209.66,0.50,"um","Spot","Position",51,1000000108,2228
65.69,203.43,0.50,"um","Spot","Position",52,1000000108,2282
141.54,13.55,0.50,"um","Spot","Position",44,1000000109,1848
142.13,13.67,0.50,"um","Spot","Position",45,1000000109,1907
141.14,12.85,0.50,"um","Spot","Position",46,1000000109,1965
139.58,12.92,0.50,"um","Spot","Position",47,1000000109,2021
138.75,14.04,0.50,"um","Spot","Position",48,1000000109,2079
136.35,13.41,0.50,"um","Spot","Position",49,1000000109,2133
135.50,12.52,0.50,"um","Spot","Position",50,1000000109,2187
134.48,15.59,0.50,"um","Spot","Position",51,1000000109,2244
133.47,15.30,0.50,"um","Spot","Position",52,1000000109,2299
131.48,17.06,0.50,"um","Spot","Position",53,1000000109,2356
131.06,17.31,0.50,"um","Spot","Position",54,1000000109,2413
128.65,19.07,0.50,"um","Spot","Position",55,1000000109,2470
128.37,20.33,0.50,"um","Spot","Position",56,1000000109,2533
127.04,21.05,0.50,"um","Spot","Position",57,1000000109,2597
127.18,22.06,0.50,"um","Spot","Position",58,1000000109,2664
126.20,23.20,0.50,"um","Spot","Position",59,1000000109,2731
125.82,24.14,0.50,"um","Spot","Position",60,1000000109,2796
123.11,27.85,0.50,"um","Spot","Position",62,1000000109,2918
122.42,29.19,0.50,"um","Spot","Position",63,1000000109,2983
123.80,32.03,0.50,"um","Spot","Position",64,1000000109,3047
122.79,32.84,0.50,"um","Spot","Position",65,1000000109,3109
123.85,33.93,0.50,"um","Spot","Position",66,1000000109,3172
123.83,34.90,0.50,"um","Spot","Position",67,1000000109,3237
124.77,35.42,0.50,"um","Spot","Position",68,1000000109,3297
124.33,37.44,0.50,"um","Spot","Position",69,1000000109,3361
123.18,38.06,0.50,"um","Spot","Position",70,1000000109,3426
122.72,40.96,0.50,"um","Spot","Position",71,1000000109,3489
125.17,41.77,0.50,"um","Spot","Position",72,1000000109,3548
126.17,43.01,0.50,"um","Spot","Position",73,1000000109,3607
125.60,44.60,0.50,"um","Spot","Position",74,1000000109,3665
126.88,44.66,0.50,"um","Spot","Position",75,1000000109,3724
129.59,46.26,0.50,"um","Spot","Position",76,1000000109,3781
129.79,48.13,0.50,"um","Spot","Position",77,1000000109,3842
129.55,48.59,0.50,"um","Spot","Position",78,1000000109,3901
132.33,48.53,0.50,"um","Spot","Position",79,1000000109,3962
133.71,49.55,0.50,"um","Spot","Position",80,1000000109,4019
136.72,49.88,0.50,"um","Spot","Position",81,1000000109,4077
139.43,51.64,0.50,"um","Spot","Position",82,1000000109,4138
140.75,52.42,0.50,"um","Spot","Position",83,1000000109,4198
141.52,52.73,0.50,"um","Spot","Position",84,1000000109,4258
143.34,53.16,0.50,"um","Spot","Position",85,1000000109,4318
146.18,54.01,0.50,"um","Spot","Position",86,1000000109,4376
145.12,54.89,0.50,"um","Spot","Position",87,1000000109,4432
146.90,55.07,0.50,"um","Spot","Position",88,1000000109,4496
